time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu
30.056118000;2.584e-09;5.496e-09;-1.942e-09;-2.378e-09;-1.024e-09;2.652e-04;9.631e-10;1.508e+00;5.732e-09;2.419e-09;2.163e-09;1.000e+01;6.660e-01;9.000e-05
30.057039000;2.561e-09;5.371e-09;-1.672e-09;-2.326e-09;-9.680e-10;2.652e-04;4.448e-10;1.508e+00;5.590e-09;2.100e-09;2.474e-09;1.000e+01;6.660e-01;9.000e-05
30.057500000;2.550e-09;5.288e-09;-1.541e-09;-2.287e-09;-9.474e-10;2.659e-04;1.840e-10;1.504e+00;5.536e-09;1.941e-09;2.631e-09;1.000e+01;6.660e-01;9.000e-05
30.058422000;2.536e-09;5.078e-09;-1.281e-09;-2.174e-09;-9.128e-10;2.659e-04;-3.366e-10;1.504e+00;5.472e-09;1.629e-09;2.954e-09;1.000e+01;6.660e-01;9.000e-05
30.058882000;2.536e-09;4.948e-09;-1.150e-09;-2.097e-09;-8.932e-10;2.673e-04;-5.971e-10;1.496e+00;5.460e-09;1.479e-09;3.119e-09;1.000e+01;6.660e-01;9.000e-05
30.060249000;3.520e-09;2.780e-09;1.707e-10;-1.052e-09;3.763e-11;2.673e-04;-3.253e-09;1.496e+00;5.437e-09;-1.723e-10;4.275e-09;1.000e+01;6.660e-01;9.000e-05
30.060505000;3.686e-09;2.624e-09;2.247e-10;-1.018e-09;1.361e-10;2.681e-04;-3.415e-09;1.492e+00;5.359e-09;-2.847e-10;4.236e-09;1.000e+01;6.660e-01;9.000e-05
30.062041000;4.190e-09;2.234e-09;3.890e-10;-9.689e-10;4.421e-10;2.681e-04;-3.846e-09;1.492e+00;5.040e-09;-5.158e-10;3.982e-09;1.000e+01;6.660e-01;9.000e-05
30.062553000;4.349e-09;2.136e-09;4.516e-10;-9.703e-10;5.576e-10;2.688e-04;-3.966e-09;1.488e+00;4.912e-09;-5.494e-10;3.855e-09;1.000e+01;6.660e-01;9.000e-05
30.063577000;4.646e-09;1.988e-09;5.815e-10;-1.004e-09;8.213e-10;2.688e-04;-4.161e-09;1.488e+00;4.641e-09;-5.481e-10;3.561e-09;1.000e+01;6.660e-01;9.000e-05
30.064089000;4.780e-09;1.937e-09;6.434e-10;-1.039e-09;9.680e-10;2.695e-04;-4.230e-09;1.484e+00;4.505e-09;-5.144e-10;3.400e-09;1.000e+01;6.660e-01;9.000e-05
30.065625000;5.108e-09;1.878e-09;8.091e-10;-1.211e-09;1.429e-09;2.695e-04;-4.293e-09;1.484e+00;4.126e-09;-2.986e-10;2.876e-09;1.000e+01;6.660e-01;9.000e-05
30.066137000;5.189e-09;1.882e-09;8.594e-10;-1.288e-09;1.577e-09;2.702e-04;-4.258e-09;1.480e+00;4.019e-09;-1.946e-10;2.689e-09;1.000e+01;6.660e-01;9.000e-05
30.066649000;5.255e-09;1.892e-09;9.066e-10;-1.372e-09;1.717e-09;2.709e-04;-4.194e-09;1.476e+00;3.922e-09;-7.711e-11;2.499e-09;1.000e+01;6.660e-01;9.000e-05
30.068185000;5.347e-09;1.946e-09;1.024e-09;-1.656e-09;2.066e-09;2.709e-04;-3.843e-09;1.476e+00;3.687e-09;3.430e-10;1.926e-09;1.000e+01;6.660e-01;9.000e-05
30.068697000;5.337e-09;1.966e-09;1.051e-09;-1.758e-09;2.154e-09;2.717e-04;-3.685e-09;1.472e+00;3.629e-09;4.970e-10;1.741e-09;1.000e+01;6.660e-01;9.000e-05
30.071257000;4.952e-09;2.019e-09;1.073e-09;-2.228e-09;2.375e-09;2.717e-04;-2.815e-09;1.472e+00;3.437e-09;1.322e-09;9.588e-10;1.000e+01;6.660e-01;9.000e-05
30.071769000;4.806e-09;2.002e-09;1.064e-09;-2.308e-09;2.402e-09;2.724e-04;-2.649e-09;1.468e+00;3.396e-09;1.496e-09;8.468e-10;1.000e+01;6.660e-01;9.000e-05
30.074329000;3.778e-09;1.690e-09;1.033e-09;-2.740e-09;2.666e-09;2.724e-04;-1.946e-09;1.468e+00;3.129e-09;2.451e-09;5.067e-10;1.000e+01;6.660e-01;9.000e-05
30.074841000;3.523e-09;1.592e-09;1.039e-09;-2.846e-09;2.741e-09;2.731e-04;-1.839e-09;1.465e+00;3.068e-09;2.675e-09;4.609e-10;1.000e+01;6.660e-01;9.000e-05
30.075353000;3.256e-09;1.489e-09;1.052e-09;-2.958e-09;2.817e-09;2.738e-04;-1.744e-09;1.461e+00;3.011e-09;2.909e-09;4.139e-10;1.000e+01;6.660e-01;9.000e-05
30.078425000;1.527e-09;8.705e-10;1.353e-09;-3.696e-09;3.069e-09;2.738e-04;-1.349e-09;1.461e+00;2.819e-09;4.354e-09;2.885e-11;1.000e+01;6.660e-01;9.000e-05
30.078937000;1.253e-09;7.634e-10;1.446e-09;-3.839e-09;3.036e-09;2.745e-04;-1.288e-09;1.457e+00;2.801e-09;4.574e-09;-6.594e-11;1.000e+01;6.660e-01;9.000e-05
30.083545000;-1.053e-09;-4.391e-10;2.804e-09;-5.514e-09;1.495e-09;2.745e-04;-3.945e-10;1.457e+00;2.965e-09;5.594e-09;-1.244e-09;1.000e+01;6.660e-01;9.000e-05
30.084057000;-1.305e-09;-5.918e-10;2.968e-09;-5.713e-09;1.227e-09;2.753e-04;-2.637e-10;1.453e+00;3.045e-09;5.552e-09;-1.374e-09;1.000e+01;6.660e-01;9.000e-05
30.087129000;-2.397e-09;-1.576e-09;3.829e-09;-6.790e-09;-5.496e-10;2.753e-04;3.217e-10;1.453e+00;3.804e-09;4.479e-09;-2.091e-09;1.000e+01;6.660e-01;9.000e-05
30.088129000;-2.480e-09;-1.755e-09;3.944e-09;-6.944e-09;-8.415e-10;2.759e-04;3.588e-10;1.450e+00;3.954e-09;4.179e-09;-2.195e-09;1.000e+01;6.660e-01;9.000e-05
30.090829000;-2.565e-09;-2.288e-09;4.204e-09;-7.337e-09;-1.647e-09;2.759e-04;3.715e-10;1.450e+00;4.392e-09;3.182e-09;-2.437e-09;1.000e+01;6.660e-01;9.000e-05
30.091729000;-2.540e-09;-2.455e-09;4.256e-09;-7.447e-09;-1.885e-09;2.767e-04;3.472e-10;1.446e+00;4.523e-09;2.837e-09;-2.484e-09;1.000e+01;6.660e-01;9.000e-05
30.103429000;-1.388e-09;-2.782e-09;2.453e-09;-8.192e-09;-2.803e-09;2.767e-04;-4.247e-10;1.446e+00;4.356e-09;-6.483e-10;-2.093e-09;1.000e+01;6.660e-01;9.000e-05
30.104329000;-1.303e-09;-2.608e-09;2.113e-09;-8.169e-09;-2.671e-09;2.774e-04;-4.709e-10;1.442e+00;4.215e-09;-7.471e-10;-2.032e-09;1.000e+01;6.660e-01;9.000e-05
30.121429000;1.103e-09;3.277e-09;-6.037e-09;-5.834e-09;3.370e-10;2.774e-04;-1.144e-09;1.442e+00;8.784e-10;-1.578e-09;7.490e-10;1.000e+01;6.660e-01;9.000e-05
30.122329000;1.195e-09;3.490e-09;-6.328e-09;-5.686e-09;4.462e-10;2.780e-04;-1.206e-09;1.439e+00;6.610e-10;-1.626e-09;9.501e-10;1.000e+01;6.660e-01;9.000e-05
30.139729000;-2.739e-10;8.008e-09;-6.371e-09;-4.601e-09;2.726e-09;2.780e-04;-2.772e-09;1.439e+00;-3.185e-09;-1.718e-09;3.561e-09;1.000e+01;6.660e-01;9.000e-05
30.140729000;-4.030e-10;8.199e-09;-6.133e-09;-4.595e-09;2.856e-09;2.787e-04;-2.797e-09;1.435e+00;-3.177e-09;-1.655e-09;3.536e-09;1.000e+01;6.660e-01;9.000e-05
30.147729000;-1.510e-09;8.771e-09;-4.196e-09;-4.854e-09;3.412e-09;2.787e-04;-2.741e-09;1.435e+00;-2.383e-09;-9.595e-10;3.289e-09;1.000e+01;6.660e-01;9.000e-05
30.148729000;-1.673e-09;8.745e-09;-3.902e-09;-4.987e-09;3.414e-09;2.780e-04;-2.699e-09;1.439e+00;-2.171e-09;-8.681e-10;3.271e-09;1.000e+01;6.660e-01;9.000e-05
30.149994000;-1.969e-09;8.641e-09;-3.312e-09;-5.344e-09;3.338e-09;2.780e-04;-2.609e-09;1.439e+00;-1.691e-09;-7.358e-10;3.257e-09;1.000e+01;6.660e-01;9.000e-05
30.149994000;1.360e+00;1.003e+00;1.454e+00;7.378e-01;1.070e+00;1.360e+00;7.378e-01;1.070e+00;1.360e+00;5.016e-03;7.272e-03;1.000e+01;6.660e-01;9.000e-05
30.149995000;1.360e+00;1.003e+00;1.454e+00;7.378e-01;1.070e+00;1.360e+00;7.377e-01;1.070e+00;1.360e+00;5.016e-03;7.272e-03;1.000e+01;6.660e-01;9.000e-05
30.149996000;1.360e+00;1.003e+00;1.454e+00;7.378e-01;1.070e+00;1.360e+00;7.377e-01;1.070e+00;1.360e+00;5.016e-03;7.272e-03;1.000e+01;6.660e-01;9.000e-05
30.149998000;1.360e+00;1.003e+00;1.455e+00;7.376e-01;1.070e+00;1.360e+00;7.377e-01;1.070e+00;1.360e+00;5.015e-03;7.273e-03;1.000e+01;6.660e-01;9.000e-05
30.150002000;1.360e+00;1.003e+00;1.455e+00;7.376e-01;1.070e+00;1.360e+00;7.375e-01;1.070e+00;1.360e+00;5.015e-03;7.274e-03;1.000e+01;6.660e-01;9.000e-05
30.150010000;1.360e+00;1.003e+00;1.455e+00;7.373e-01;1.070e+00;1.360e+00;7.371e-01;1.070e+00;1.360e+00;5.013e-03;7.276e-03;1.000e+01;6.660e-01;9.000e-05
30.150026000;1.360e+00;1.002e+00;1.456e+00;7.366e-01;1.071e+00;1.360e+00;7.365e-01;1.071e+00;1.360e+00;5.009e-03;7.280e-03;1.000e+01;6.660e-01;9.000e-05
30.150058000;1.360e+00;1.000e+00;1.457e+00;7.354e-01;1.071e+00;1.361e+00;7.352e-01;1.071e+00;1.360e+00;5.002e-03;7.287e-03;1.000e+01;6.660e-01;9.000e-05
30.150090000;1.361e+00;9.990e-01;1.459e+00;7.342e-01;1.072e+00;1.361e+00;7.340e-01;1.072e+00;1.361e+00;4.995e-03;7.295e-03;1.000e+01;6.660e-01;9.000e-05
30.150122000;1.361e+00;9.976e-01;1.460e+00;7.330e-01;1.073e+00;1.361e+00;7.328e-01;1.073e+00;1.361e+00;4.988e-03;7.302e-03;1.000e+01;6.660e-01;9.000e-05
30.150154000;1.361e+00;9.962e-01;1.462e+00;7.318e-01;1.074e+00;1.362e+00;7.316e-01;1.074e+00;1.361e+00;4.981e-03;7.309e-03;1.000e+01;6.660e-01;9.000e-05
30.150186000;1.362e+00;9.950e-01;1.463e+00;7.307e-01;1.075e+00;1.362e+00;7.306e-01;1.075e+00;1.362e+00;4.975e-03;7.316e-03;1.000e+01;6.660e-01;9.000e-05
30.150218000;1.362e+00;9.936e-01;1.464e+00;7.296e-01;1.075e+00;1.362e+00;7.294e-01;1.075e+00;1.362e+00;4.968e-03;7.322e-03;1.000e+01;6.660e-01;9.000e-05
30.150250000;1.362e+00;9.924e-01;1.466e+00;7.285e-01;1.076e+00;1.362e+00;7.284e-01;1.076e+00;1.362e+00;4.962e-03;7.329e-03;1.000e+01;6.660e-01;9.000e-05
30.150282000;1.362e+00;9.912e-01;1.467e+00;7.275e-01;1.077e+00;1.363e+00;7.274e-01;1.077e+00;1.362e+00;4.956e-03;7.335e-03;1.000e+01;6.660e-01;9.000e-05
30.150314000;1.363e+00;9.900e-01;1.468e+00;7.265e-01;1.077e+00;1.363e+00;7.263e-01;1.077e+00;1.363e+00;4.950e-03;7.341e-03;1.000e+01;6.660e-01;9.000e-05
30.150346000;1.363e+00;9.890e-01;1.469e+00;7.256e-01;1.078e+00;1.363e+00;7.255e-01;1.078e+00;1.363e+00;4.945e-03;7.347e-03;1.000e+01;6.660e-01;9.000e-05
30.150378000;1.363e+00;9.878e-01;1.470e+00;7.246e-01;1.079e+00;1.363e+00;7.245e-01;1.079e+00;1.363e+00;4.939e-03;7.352e-03;1.000e+01;6.660e-01;9.000e-05
30.150410000;1.363e+00;9.868e-01;1.472e+00;7.237e-01;1.079e+00;1.364e+00;7.236e-01;1.079e+00;1.363e+00;4.934e-03;7.358e-03;1.000e+01;6.660e-01;9.000e-05
30.150442000;1.364e+00;9.856e-01;1.473e+00;7.227e-01;1.080e+00;1.364e+00;7.227e-01;1.080e+00;1.364e+00;4.928e-03;7.363e-03;1.000e+01;6.660e-01;9.000e-05
30.150474000;1.364e+00;9.846e-01;1.474e+00;7.219e-01;1.080e+00;1.364e+00;7.217e-01;1.080e+00;1.364e+00;4.923e-03;7.368e-03;1.000e+01;6.660e-01;9.000e-05
30.150506000;1.364e+00;9.836e-01;1.475e+00;7.210e-01;1.081e+00;1.364e+00;7.210e-01;1.081e+00;1.364e+00;4.918e-03;7.373e-03;1.000e+01;6.660e-01;9.000e-05
30.150538000;1.364e+00;9.828e-01;1.476e+00;7.203e-01;1.082e+00;1.365e+00;7.202e-01;1.082e+00;1.364e+00;4.914e-03;7.378e-03;1.000e+01;6.660e-01;9.000e-05
30.150570000;1.365e+00;9.818e-01;1.477e+00;7.195e-01;1.082e+00;1.365e+00;7.194e-01;1.082e+00;1.365e+00;4.909e-03;7.383e-03;1.000e+01;6.660e-01;9.000e-05
30.150602000;1.365e+00;9.808e-01;1.478e+00;7.186e-01;1.083e+00;1.365e+00;7.187e-01;1.083e+00;1.365e+00;4.904e-03;7.388e-03;1.000e+01;6.660e-01;9.000e-05
30.150634000;1.365e+00;9.800e-01;1.478e+00;7.180e-01;1.083e+00;1.365e+00;7.178e-01;1.083e+00;1.365e+00;4.900e-03;7.392e-03;1.000e+01;6.660e-01;9.000e-05
30.150666000;1.365e+00;9.792e-01;1.479e+00;7.173e-01;1.084e+00;1.365e+00;7.171e-01;1.084e+00;1.365e+00;4.896e-03;7.396e-03;1.000e+01;6.660e-01;9.000e-05
30.150698000;1.365e+00;9.784e-01;1.480e+00;7.166e-01;1.084e+00;1.366e+00;7.165e-01;1.084e+00;1.365e+00;4.892e-03;7.401e-03;1.000e+01;6.660e-01;9.000e-05
30.150729000;1.366e+00;9.776e-01;1.481e+00;7.159e-01;1.084e+00;1.366e+00;7.158e-01;1.085e+00;1.366e+00;4.888e-03;7.404e-03;1.000e+01;6.660e-01;9.000e-05
30.150730000;1.366e+00;9.776e-01;1.481e+00;7.159e-01;1.085e+00;1.366e+00;7.158e-01;1.085e+00;1.366e+00;4.888e-03;7.405e-03;1.000e+01;6.660e-01;9.000e-05
30.150731000;1.366e+00;9.774e-01;1.481e+00;7.158e-01;1.085e+00;1.366e+00;7.158e-01;1.085e+00;1.366e+00;4.887e-03;7.405e-03;1.000e+01;6.660e-01;9.000e-05
30.150733000;1.366e+00;9.774e-01;1.481e+00;7.157e-01;1.085e+00;1.366e+00;7.156e-01;1.085e+00;1.366e+00;4.887e-03;7.405e-03;1.000e+01;6.660e-01;9.000e-05
30.150737000;1.366e+00;9.774e-01;1.481e+00;7.157e-01;1.085e+00;1.366e+00;7.156e-01;1.085e+00;1.366e+00;4.887e-03;7.405e-03;1.000e+01;6.660e-01;9.000e-05
30.150745000;1.366e+00;9.772e-01;1.481e+00;7.156e-01;1.085e+00;1.366e+00;7.154e-01;1.085e+00;1.366e+00;4.886e-03;7.406e-03;1.000e+01;6.660e-01;9.000e-05
30.150761000;1.366e+00;9.768e-01;1.482e+00;7.152e-01;1.085e+00;1.366e+00;7.151e-01;1.085e+00;1.366e+00;4.884e-03;7.408e-03;1.000e+01;6.660e-01;9.000e-05
30.150793000;1.366e+00;9.760e-01;1.482e+00;7.146e-01;1.085e+00;1.366e+00;7.144e-01;1.085e+00;1.366e+00;4.880e-03;7.412e-03;1.000e+01;6.660e-01;9.000e-05
30.150825000;1.366e+00;9.752e-01;1.483e+00;7.139e-01;1.086e+00;1.366e+00;7.138e-01;1.086e+00;1.366e+00;4.876e-03;7.416e-03;1.000e+01;6.660e-01;9.000e-05
30.150889000;1.366e+00;9.738e-01;1.485e+00;7.127e-01;1.087e+00;1.367e+00;7.126e-01;1.087e+00;1.366e+00;4.869e-03;7.423e-03;1.000e+01;6.660e-01;9.000e-05
30.150947000;1.367e+00;9.726e-01;1.486e+00;7.117e-01;1.087e+00;1.367e+00;7.116e-01;1.087e+00;1.367e+00;4.863e-03;7.429e-03;1.000e+01;6.660e-01;9.000e-05
30.151005000;1.367e+00;9.714e-01;1.487e+00;7.107e-01;1.088e+00;1.367e+00;7.106e-01;1.088e+00;1.367e+00;4.857e-03;7.435e-03;1.000e+01;6.660e-01;9.000e-05
30.151062000;1.367e+00;9.704e-01;1.488e+00;7.098e-01;1.088e+00;1.367e+00;7.097e-01;1.089e+00;1.367e+00;4.852e-03;7.440e-03;1.000e+01;6.660e-01;9.000e-05
30.151120000;1.367e+00;9.694e-01;1.489e+00;7.090e-01;1.089e+00;1.368e+00;7.089e-01;1.089e+00;1.367e+00;4.847e-03;7.445e-03;1.000e+01;6.660e-01;9.000e-05
30.151177000;1.368e+00;9.684e-01;1.490e+00;7.081e-01;1.090e+00;1.368e+00;7.080e-01;1.090e+00;1.368e+00;4.842e-03;7.450e-03;1.000e+01;6.660e-01;9.000e-05
30.151235000;1.368e+00;9.674e-01;1.491e+00;7.073e-01;1.090e+00;1.368e+00;7.072e-01;1.090e+00;1.368e+00;4.837e-03;7.455e-03;1.000e+01;6.660e-01;9.000e-05
30.151293000;1.368e+00;9.664e-01;1.492e+00;7.065e-01;1.091e+00;1.368e+00;7.065e-01;1.091e+00;1.368e+00;4.832e-03;7.459e-03;1.000e+01;6.660e-01;9.000e-05
30.151350000;1.368e+00;9.656e-01;1.493e+00;7.058e-01;1.091e+00;1.368e+00;7.057e-01;1.091e+00;1.368e+00;4.828e-03;7.463e-03;1.000e+01;6.660e-01;9.000e-05
30.151408000;1.368e+00;9.648e-01;1.493e+00;7.051e-01;1.091e+00;1.369e+00;7.050e-01;1.092e+00;1.368e+00;4.824e-03;7.467e-03;1.000e+01;6.660e-01;9.000e-05
30.151465000;1.368e+00;9.640e-01;1.494e+00;7.045e-01;1.092e+00;1.369e+00;7.045e-01;1.092e+00;1.368e+00;4.820e-03;7.471e-03;1.000e+01;6.660e-01;9.000e-05
30.151503000;1.369e+00;9.636e-01;1.495e+00;7.041e-01;1.092e+00;1.369e+00;7.040e-01;1.092e+00;1.369e+00;4.818e-03;7.473e-03;1.000e+01;6.660e-01;9.000e-05
30.151505000;1.369e+00;9.636e-01;1.495e+00;7.041e-01;1.092e+00;1.369e+00;7.040e-01;1.092e+00;1.369e+00;4.818e-03;7.473e-03;1.000e+01;6.660e-01;9.000e-05
30.151507000;1.369e+00;9.636e-01;1.495e+00;7.041e-01;1.092e+00;1.369e+00;7.040e-01;1.092e+00;1.369e+00;4.818e-03;7.474e-03;1.000e+01;6.660e-01;9.000e-05
30.151511000;1.369e+00;9.636e-01;1.495e+00;7.041e-01;1.092e+00;1.369e+00;7.040e-01;1.092e+00;1.369e+00;4.818e-03;7.474e-03;1.000e+01;6.660e-01;9.000e-05
30.151519000;1.369e+00;9.634e-01;1.495e+00;7.039e-01;1.092e+00;1.369e+00;7.038e-01;1.092e+00;1.369e+00;4.817e-03;7.474e-03;1.000e+01;6.660e-01;9.000e-05
30.151535000;1.369e+00;9.632e-01;1.495e+00;7.038e-01;1.092e+00;1.369e+00;7.036e-01;1.092e+00;1.369e+00;4.816e-03;7.475e-03;1.000e+01;6.660e-01;9.000e-05
30.151567000;1.369e+00;9.628e-01;1.495e+00;7.034e-01;1.093e+00;1.369e+00;7.033e-01;1.093e+00;1.369e+00;4.814e-03;7.477e-03;1.000e+01;6.660e-01;9.000e-05
30.151631000;1.369e+00;9.622e-01;1.496e+00;7.029e-01;1.093e+00;1.369e+00;7.028e-01;1.093e+00;1.369e+00;4.811e-03;7.481e-03;1.000e+01;6.660e-01;9.000e-05
30.151695000;1.369e+00;9.614e-01;1.497e+00;7.023e-01;1.093e+00;1.369e+00;7.021e-01;1.093e+00;1.369e+00;4.807e-03;7.484e-03;1.000e+01;6.660e-01;9.000e-05
30.151759000;1.369e+00;9.608e-01;1.497e+00;7.018e-01;1.094e+00;1.369e+00;7.016e-01;1.094e+00;1.369e+00;4.804e-03;7.487e-03;1.000e+01;6.660e-01;9.000e-05
30.151823000;1.369e+00;9.602e-01;1.498e+00;7.012e-01;1.094e+00;1.370e+00;7.011e-01;1.094e+00;1.369e+00;4.801e-03;7.490e-03;1.000e+01;6.660e-01;9.000e-05
30.151887000;1.369e+00;9.596e-01;1.499e+00;7.007e-01;1.094e+00;1.370e+00;7.006e-01;1.094e+00;1.369e+00;4.798e-03;7.493e-03;1.000e+01;6.660e-01;9.000e-05
30.151951000;1.370e+00;9.590e-01;1.499e+00;7.003e-01;1.095e+00;1.370e+00;7.001e-01;1.095e+00;1.370e+00;4.795e-03;7.496e-03;1.000e+01;6.660e-01;9.000e-05
30.152015000;1.370e+00;9.586e-01;1.500e+00;6.999e-01;1.095e+00;1.370e+00;6.998e-01;1.095e+00;1.370e+00;4.793e-03;7.498e-03;1.000e+01;6.660e-01;9.000e-05
30.152079000;1.370e+00;9.580e-01;1.500e+00;6.994e-01;1.095e+00;1.370e+00;6.993e-01;1.095e+00;1.370e+00;4.790e-03;7.500e-03;1.000e+01;6.660e-01;9.000e-05
30.152143000;1.370e+00;9.576e-01;1.501e+00;6.991e-01;1.095e+00;1.370e+00;6.989e-01;1.096e+00;1.370e+00;4.788e-03;7.503e-03;1.000e+01;6.660e-01;9.000e-05
30.152207000;1.370e+00;9.572e-01;1.501e+00;6.987e-01;1.096e+00;1.370e+00;6.986e-01;1.096e+00;1.370e+00;4.786e-03;7.505e-03;1.000e+01;6.660e-01;9.000e-05
30.152271000;1.370e+00;9.568e-01;1.501e+00;6.984e-01;1.096e+00;1.370e+00;6.983e-01;1.096e+00;1.370e+00;4.784e-03;7.507e-03;1.000e+01;6.660e-01;9.000e-05
30.152335000;1.370e+00;9.564e-01;1.502e+00;6.981e-01;1.096e+00;1.370e+00;6.979e-01;1.096e+00;1.370e+00;4.782e-03;7.509e-03;1.000e+01;6.660e-01;9.000e-05
30.152399000;1.370e+00;9.560e-01;1.502e+00;6.977e-01;1.096e+00;1.370e+00;6.976e-01;1.096e+00;1.370e+00;4.780e-03;7.510e-03;1.000e+01;6.660e-01;9.000e-05
30.152463000;1.370e+00;9.556e-01;1.502e+00;6.974e-01;1.096e+00;1.370e+00;6.973e-01;1.097e+00;1.370e+00;4.778e-03;7.512e-03;1.000e+01;6.660e-01;9.000e-05
30.152527000;1.370e+00;9.554e-01;1.503e+00;6.972e-01;1.097e+00;1.371e+00;6.971e-01;1.097e+00;1.370e+00;4.777e-03;7.514e-03;1.000e+01;6.660e-01;9.000e-05
30.152591000;1.370e+00;9.550e-01;1.503e+00;6.969e-01;1.097e+00;1.371e+00;6.968e-01;1.097e+00;1.370e+00;4.775e-03;7.515e-03;1.000e+01;6.660e-01;9.000e-05
30.152655000;1.370e+00;9.548e-01;1.503e+00;6.967e-01;1.097e+00;1.371e+00;6.966e-01;1.097e+00;1.370e+00;4.774e-03;7.516e-03;1.000e+01;6.660e-01;9.000e-05
30.152719000;1.370e+00;9.544e-01;1.504e+00;6.964e-01;1.097e+00;1.371e+00;6.963e-01;1.097e+00;1.370e+00;4.772e-03;7.518e-03;1.000e+01;6.660e-01;9.000e-05
30.152783000;1.371e+00;9.542e-01;1.504e+00;6.962e-01;1.097e+00;1.371e+00;6.961e-01;1.097e+00;1.371e+00;4.771e-03;7.519e-03;1.000e+01;6.660e-01;9.000e-05
30.152847000;1.371e+00;9.540e-01;1.504e+00;6.961e-01;1.097e+00;1.371e+00;6.959e-01;1.097e+00;1.371e+00;4.770e-03;7.520e-03;1.000e+01;6.660e-01;9.000e-05
30.152911000;1.371e+00;9.538e-01;1.504e+00;6.959e-01;1.097e+00;1.371e+00;6.958e-01;1.098e+00;1.371e+00;4.769e-03;7.521e-03;1.000e+01;6.660e-01;9.000e-05
30.152975000;1.371e+00;9.536e-01;1.504e+00;6.957e-01;1.098e+00;1.371e+00;6.956e-01;1.098e+00;1.371e+00;4.768e-03;7.522e-03;1.000e+01;6.660e-01;9.000e-05
30.153039000;1.371e+00;9.534e-01;1.505e+00;6.956e-01;1.098e+00;1.371e+00;6.954e-01;1.098e+00;1.371e+00;4.767e-03;7.523e-03;1.000e+01;6.660e-01;9.000e-05
30.153103000;1.371e+00;9.532e-01;1.505e+00;6.954e-01;1.098e+00;1.371e+00;6.953e-01;1.098e+00;1.371e+00;4.766e-03;7.524e-03;1.000e+01;6.660e-01;9.000e-05
30.153167000;1.371e+00;9.530e-01;1.505e+00;6.952e-01;1.098e+00;1.371e+00;6.951e-01;1.098e+00;1.371e+00;4.765e-03;7.525e-03;1.000e+01;6.660e-01;9.000e-05
30.153231000;1.371e+00;9.528e-01;1.505e+00;6.951e-01;1.098e+00;1.371e+00;6.949e-01;1.098e+00;1.371e+00;4.764e-03;7.526e-03;1.000e+01;6.660e-01;9.000e-05
30.153295000;1.371e+00;9.526e-01;1.505e+00;6.949e-01;1.098e+00;1.371e+00;6.948e-01;1.098e+00;1.371e+00;4.763e-03;7.527e-03;1.000e+01;6.660e-01;9.000e-05
30.153359000;1.371e+00;9.524e-01;1.505e+00;6.947e-01;1.098e+00;1.371e+00;6.946e-01;1.098e+00;1.371e+00;4.762e-03;7.527e-03;1.000e+01;6.660e-01;9.000e-05
30.153449000;1.371e+00;9.522e-01;1.506e+00;6.946e-01;1.098e+00;1.371e+00;6.944e-01;1.098e+00;1.371e+00;4.761e-03;7.528e-03;1.000e+01;6.660e-01;9.000e-05
30.153465000;1.371e+00;9.522e-01;1.506e+00;6.946e-01;1.098e+00;1.371e+00;6.944e-01;1.098e+00;1.371e+00;4.761e-03;7.528e-03;1.000e+01;6.660e-01;9.000e-05
30.153481000;1.371e+00;9.522e-01;1.506e+00;6.946e-01;1.098e+00;1.371e+00;6.944e-01;1.098e+00;1.371e+00;4.761e-03;7.529e-03;1.000e+01;6.660e-01;9.000e-05
30.153513000;1.371e+00;9.522e-01;1.506e+00;6.946e-01;1.098e+00;1.371e+00;6.944e-01;1.098e+00;1.371e+00;4.761e-03;7.529e-03;1.000e+01;6.660e-01;9.000e-05
30.153577000;1.371e+00;9.520e-01;1.506e+00;6.944e-01;1.098e+00;1.371e+00;6.943e-01;1.098e+00;1.371e+00;4.760e-03;7.530e-03;1.000e+01;6.660e-01;9.000e-05
30.153705000;1.371e+00;9.518e-01;1.506e+00;6.942e-01;1.099e+00;1.371e+00;6.941e-01;1.099e+00;1.371e+00;4.759e-03;7.531e-03;1.000e+01;6.660e-01;9.000e-05
30.153833000;1.371e+00;9.516e-01;1.506e+00;6.941e-01;1.099e+00;1.371e+00;6.939e-01;1.099e+00;1.371e+00;4.758e-03;7.532e-03;1.000e+01;6.660e-01;9.000e-05
30.153961000;1.371e+00;9.514e-01;1.507e+00;6.939e-01;1.099e+00;1.371e+00;6.938e-01;1.099e+00;1.371e+00;4.757e-03;7.533e-03;1.000e+01;6.660e-01;9.000e-05
30.154089000;1.371e+00;9.512e-01;1.507e+00;6.937e-01;1.099e+00;1.371e+00;6.936e-01;1.099e+00;1.371e+00;4.756e-03;7.533e-03;1.000e+01;6.660e-01;9.000e-05
